order_id,restaurant_id,customer_zone,distance_km,hour,day_of_week,is_weekend,prep_time_min,traffic_factor,delivery_min
276,1,A,0.0,11,4,0,12,1.0,20.3
277,2,E,4.12,1,4,0,10,1.05,31.5
278,4,D,0.0,23,4,0,15,0.9,18.9
279,4,B,5.39,1,4,0,10,1.05,41.8
280,3,E,4.12,22,4,0,8,1.1,32.9
281,3,B,4.24,1,4,0,7,0.94,31.4
282,3,C,0.0,9,4,0,8,1.29,16.2
283,4,B,5.39,11,4,0,13,1.02,40.6
284,5,A,8.0,9,4,0,12,1.06,51.9
285,2,C,4.24,14,4,0,8,0.87,30.4
286,3,D,5.39,12,4,0,6,1.02,33.5
287,1,C,8.06,18,4,0,10,1.35,58.4
288,1,D,6.32,3,4,0,8,0.98,41.0
289,2,B,0.0,22,4,0,14,1.0,22.5
290,1,B,4.12,5,4,0,12,1.01,34.2
291,5,B,4.12,1,4,0,12,0.96,33.4
292,4,E,8.49,19,4,0,11,1.11,54.5
293,3,A,8.06,9,4,0,5,1.22,50.8
294,4,A,6.32,21,4,0,12,1.04,46.2
295,2,C,4.24,23,4,0,13,1.08,37.8
296,1,A,0.0,5,4,0,9,0.89,17.0
297,1,C,8.06,20,4,0,11,0.94,44.8
298,5,C,4.12,10,4,0,13,0.89,35.6
299,2,E,4.12,20,4,0,9,0.88,27.9
300,2,D,5.39,9,4,0,8,1.03,37.2
301,4,E,8.49,20,5,1,11,1.09,51.6
302,3,D,5.39,12,5,1,9,1.01,36.6
303,5,C,4.12,3,5,1,12,0.87,32.6
304,5,E,0.0,11,5,1,12,1.0,20.4
305,2,A,4.12,12,5,1,14,0.9,32.9
306,2,B,0.0,7,5,1,10,1.09,16.6
307,3,C,0.0,20,5,1,6,1.1,12.9
308,2,E,4.12,16,5,1,12,0.89,34.2
309,5,B,4.12,22,5,1,8,1.01,32.7
310,5,E,0.0,11,5,1,7,1.06,10.2
311,1,E,8.0,22,5,1,8,1.01,48.7
312,4,A,6.32,15,5,1,13,1.21,50.4
313,3,D,5.39,13,5,1,7,1.03,37.0
314,2,D,5.39,12,5,1,11,0.93,38.3
315,3,C,0.0,21,5,1,10,1.25,15.4
316,4,C,5.39,5,5,1,14,0.99,40.6
317,4,D,0.0,5,5,1,11,0.89,14.4
318,4,D,0.0,21,5,1,11,1.24,20.3
319,3,C,0.0,22,5,1,6,1.04,12.5
320,5,C,4.12,13,5,1,10,0.86,33.8
321,5,B,4.12,12,5,1,8,1.08,29.1
322,3,D,5.39,13,5,1,7,1.06,38.8
323,4,C,5.39,5,5,1,15,0.94,41.1
324,1,E,8.0,12,5,1,10,0.93,46.6
325,1,D,6.32,11,5,1,12,0.99,45.8
326,5,A,8.0,18,5,1,8,1.48,61.1
327,3,C,0.0,14,5,1,11,0.91,18.2
328,4,A,6.32,13,5,1,10,0.9,38.1
329,4,B,5.39,13,5,1,14,1.21,44.1
330,5,D,8.49,10,5,1,11,1.03,51.1
331,3,E,4.12,13,5,1,9,1.05,33.2
332,4,C,5.39,20,5,1,12,1.12,46.0
333,5,A,8.0,10,5,1,11,0.97,51.8
334,5,A,8.0,14,5,1,11,1.04,50.9
335,5,D,8.49,19,5,1,8,1.38,59.6
336,5,A,8.0,22,5,1,8,0.85,40.4
337,2,B,0.0,12,5,1,11,1.05,18.3
338,4,A,6.32,21,5,1,15,0.91,42.5
339,3,D,5.39,23,5,1,9,0.94,39.0
340,4,C,5.39,21,5,1,14,0.99,43.7
341,3,B,4.24,15,5,1,6,0.96,27.4
342,3,B,4.24,19,5,1,10,1.31,37.4
343,3,C,0.0,14,5,1,7,0.9,14.7
344,4,D,0.0,21,5,1,16,0.99,24.4
345,2,C,4.24,10,5,1,13,0.87,37.2
346,3,B,4.24,19,5,1,6,1.39,34.5
347,5,B,4.12,18,5,1,7,1.25,34.7
348,2,E,4.12,2,5,1,9,1.01,29.0
349,4,D,0.0,11,5,1,10,1.02,14.0
350,5,B,4.12,23,5,1,10,1.01,35.8
351,4,B,5.39,13,5,1,16,1.24,48.0
352,1,A,0.0,21,5,1,11,1.08,17.7
353,1,B,4.12,21,5,1,9,1.2,33.0
354,1,D,6.32,23,5,1,12,0.97,46.1
355,3,A,8.06,21,5,1,7,1.08,45.6
356,3,E,4.12,10,5,1,9,0.97,34.6
357,5,B,4.12,13,5,1,13,0.9,32.0
358,4,B,5.39,17,5,1,10,1.33,47.2
359,5,B,4.12,18,5,1,8,1.25,36.1
360,4,E,8.49,20,5,1,12,0.88,49.6
361,2,D,5.39,23,6,1,10,1.08,36.3
362,4,C,5.39,9,6,1,12,1.0,41.6
363,1,C,8.06,9,6,1,11,0.97,49.9
364,4,D,0.0,10,6,1,15,0.98,24.3
365,3,C,0.0,18,6,1,7,1.25,11.5
366,2,D,5.39,13,6,1,13,1.25,45.6
367,5,E,0.0,21,6,1,13,1.12,17.5
368,2,E,4.12,18,6,1,14,1.36,43.1
369,5,A,8.0,18,6,1,11,0.92,49.2
370,5,E,0.0,8,6,1,8,0.93,17.0
371,4,B,5.39,5,6,1,15,1.0,40.2
372,5,A,8.0,12,6,1,10,0.9,44.7
373,5,D,8.49,2,6,1,12,1.05,55.7
374,4,A,6.32,9,6,1,15,0.96,42.8
375,4,A,6.32,11,6,1,14,1.1,51.4
376,1,D,6.32,23,6,1,6,0.92,33.5
377,2,D,5.39,19,6,1,10,1.5,48.0
378,4,E,8.49,11,6,1,11,1.01,50.7
379,2,D,5.39,23,6,1,12,0.88,40.8
380,1,C,8.06,19,6,1,9,1.29,57.4
381,5,B,4.12,11,6,1,8,0.97,28.1
382,2,A,4.12,22,6,1,8,1.05,31.2
383,1,A,0.0,9,6,1,6,1.15,12.1
384,1,A,0.0,9,6,1,9,1.07,15.8
385,1,C,8.06,6,6,1,7,1.05,49.0
386,3,C,0.0,14,6,1,6,0.97,10.0
387,5,C,4.12,8,6,1,9,0.88,33.1
388,2,D,5.39,16,6,1,12,1.05,44.4
389,4,C,5.39,19,6,1,15,1.12,43.2
390,4,E,8.49,7,6,1,13,0.91,48.5
391,2,A,4.12,20,6,1,12,1.02,34.7
392,5,B,4.12,5,6,1,9,0.9,31.4
393,4,A,6.32,20,6,1,14,1.14,47.2
394,3,E,4.12,11,6,1,9,0.86,26.7
395,5,E,0.0,18,6,1,8,1.16,17.1
396,3,A,8.06,10,6,1,6,1.08,50.6
397,1,D,6.32,19,6,1,7,1.3,47.8
398,4,E,8.49,21,6,1,12,1.16,57.1
399,5,C,4.12,17,6,1,9,1.08,36.0
400,4,D,0.0,4,6,1,16,1.06,25.4
401,3,A,8.06,10,6,1,9,1.07,51.7
402,1,E,8.0,9,6,1,10,1.21,53.8
403,2,D,5.39,11,6,1,12,1.06,41.3
404,3,D,5.39,9,6,1,10,1.17,41.7
405,2,C,4.24,19,6,1,9,0.94,31.8
406,2,E,4.12,22,6,1,13,1.09,37.6
407,1,A,0.0,22,6,1,12,0.85,16.0
408,2,B,0.0,2,6,1,8,0.9,14.2
409,1,E,8.0,15,6,1,9,1.11,47.6
410,5,A,8.0,14,6,1,7,1.06,45.8
411,3,D,5.39,0,6,1,11,1.08,38.5
412,1,B,4.12,13,6,1,7,1.1,29.9
413,3,D,5.39,9,6,1,5,1.04,33.3
414,5,B,4.12,9,6,1,9,1.19,37.5
415,1,D,6.32,4,6,1,9,0.99,37.4
416,1,A,0.0,18,6,1,9,1.4,16.5
417,3,A,8.06,14,6,1,9,1.22,52.9
418,5,A,8.0,13,6,1,7,1.12,47.8
419,5,A,8.0,14,6,1,8,1.22,52.2
420,2,D,5.39,14,6,1,8,0.97,35.9
421,5,D,8.49,20,0,0,12,1.07,53.7
422,2,A,4.12,19,0,0,12,1.22,37.5
423,1,A,0.0,12,0,0,8,1.0,15.3
424,5,C,4.12,12,0,0,7,1.01,32.1
425,4,C,5.39,13,0,0,14,1.09,43.5
426,5,A,8.0,17,0,0,13,1.16,58.7
427,1,B,4.12,3,0,0,9,1.03,33.4
428,4,A,6.32,10,0,0,10,0.85,36.6
429,3,A,8.06,19,0,0,6,0.89,40.7
430,5,D,8.49,14,0,0,7,0.86,41.7
431,1,C,8.06,14,0,0,12,0.95,47.7
432,4,E,8.49,19,0,0,11,1.14,53.9
433,4,C,5.39,7,0,0,12,0.92,35.9
434,2,D,5.39,12,0,0,10,0.97,34.5
435,3,D,5.39,22,0,0,9,1.0,36.8
436,2,D,5.39,10,0,0,10,1.06,38.5
437,3,D,5.39,12,0,0,11,1.06,41.4
438,5,C,4.12,5,0,0,11,1.09,33.4
439,3,D,5.39,7,0,0,7,0.92,34.7
440,4,B,5.39,22,0,0,12,0.94,41.0
441,4,E,8.49,11,0,0,11,1.0,51.8
442,5,D,8.49,1,0,0,12,0.9,51.1
443,1,D,6.32,20,0,0,11,0.97,43.0
444,2,B,0.0,9,0,0,13,1.06,18.6
445,4,D,0.0,23,0,0,14,0.95,20.5
446,4,C,5.39,14,0,0,15,1.07,44.8
447,1,B,4.12,4,0,0,11,1.02,32.0
448,5,D,8.49,1,0,0,13,0.93,53.2
449,1,C,8.06,0,0,0,7,0.98,45.2
450,5,B,4.12,18,0,0,10,1.04,33.4
451,5,B,4.12,18,0,0,9,1.35,37.6
452,3,A,8.06,12,0,0,5,1.06,47.3
453,3,D,5.39,10,0,0,11,0.9,36.8
454,4,D,0.0,4,0,0,12,0.87,15.3
455,1,C,8.06,0,0,0,11,0.88,48.0
456,2,E,4.12,13,0,0,9,0.93,30.3
457,4,D,0.0,9,0,0,15,0.94,22.5
458,4,E,8.49,12,0,0,11,0.96,49.6
459,1,B,4.12,18,0,0,8,1.23,36.9
460,1,E,8.0,14,0,0,7,0.94,41.5
461,1,D,6.32,9,0,0,10,1.33,48.8
462,4,E,8.49,15,0,0,10,0.94,50.8
463,5,C,4.12,7,0,0,11,1.0,35.2
464,3,C,0.0,5,0,0,5,0.9,12.9
465,5,E,0.0,11,0,0,8,0.99,14.0
466,4,B,5.39,16,0,0,14,0.89,38.2
467,2,D,5.39,10,0,0,12,0.86,36.1
468,1,B,4.12,13,0,0,12,0.95,34.6
469,4,D,0.0,12,0,0,13,1.03,19.1
470,2,A,4.12,3,0,0,14,1.04,36.2
471,3,C,0.0,8,0,0,6,1.24,13.0
472,4,A,6.32,14,0,0,14,0.88,44.7
473,3,A,8.06,14,0,0,11,1.03,51.0
474,4,B,5.39,4,0,0,12,1.07,38.3
475,3,A,8.06,11,0,0,8,1.07,46.3
476,2,E,4.12,8,0,0,13,1.03,37.9
477,4,B,5.39,7,0,0,16,0.9,39.9
478,1,E,8.0,14,0,0,8,1.0,44.2
479,3,C,0.0,10,0,0,11,0.98,20.3
480,1,D,6.32,5,0,0,6,1.1,42.9
481,2,B,0.0,18,1,0,9,0.92,14.3
482,2,D,5.39,19,1,0,11,0.92,38.3
483,4,A,6.32,11,1,0,15,1.05,49.9
484,4,C,5.39,13,1,0,15,1.08,43.9
485,4,A,6.32,11,1,0,16,1.04,50.4
486,4,C,5.39,16,1,0,16,0.87,41.5
487,2,B,0.0,22,1,0,11,0.92,19.8
488,3,B,4.24,14,1,0,9,1.06,35.5
489,1,D,6.32,1,1,0,6,0.88,37.2
490,4,D,0.0,12,1,0,11,1.1,20.4
491,3,C,0.0,6,1,0,5,1.01,9.8
492,3,B,4.24,17,1,0,5,1.05,27.9
493,2,A,4.12,12,1,0,13,0.87,31.8
494,1,B,4.12,5,1,0,10,1.02,29.9
495,3,D,5.39,20,1,0,10,0.88,32.5
496,4,A,6.32,3,1,0,10,0.93,42.7
497,2,B,0.0,11,1,0,13,1.1,17.0
498,5,E,0.0,14,1,0,12,0.89,17.5
499,2,B,0.0,16,1,0,11,1.0,17.1
500,2,A,4.12,3,1,0,9,1.04,33.3
501,4,D,0.0,11,1,0,12,1.05,16.7
502,1,E,8.0,9,1,0,10,1.21,53.7
503,1,C,8.06,20,1,0,7,0.98,45.2
504,4,A,6.32,10,1,0,16,1.07,52.7
505,4,B,5.39,11,1,0,13,1.01,38.3
506,1,C,8.06,23,1,0,7,0.95,46.5
507,4,B,5.39,11,1,0,16,0.97,46.8
508,1,A,0.0,0,1,0,6,0.92,9.3
509,1,D,6.32,22,1,0,10,0.92,41.2
510,4,D,0.0,12,1,0,10,1.01,16.8
511,2,C,4.24,10,1,0,8,0.98,29.0
512,2,D,5.39,14,1,0,12,1.01,42.6
513,1,D,6.32,10,1,0,11,1.09,43.2
514,2,D,5.39,3,1,0,8,0.96,36.0
515,3,B,4.24,17,1,0,5,0.86,23.5
516,1,C,8.06,7,1,0,10,0.98,50.4
517,3,B,4.24,7,1,0,10,1.05,32.7
518,1,A,0.0,19,1,0,8,1.25,12.9
519,1,E,8.0,9,1,0,11,0.89,45.7
520,3,E,4.12,2,1,0,6,0.94,26.3
521,1,A,0.0,21,1,0,7,1.04,10.0
522,1,D,6.32,9,1,0,8,1.04,38.3
523,1,D,6.32,14,1,0,7,0.93,36.4
524,3,A,8.06,9,1,0,9,1.04,49.0
525,1,E,8.0,7,1,0,6,1.09,44.4
526,4,C,5.39,21,1,0,12,0.87,37.0
527,3,E,4.12,8,1,0,11,1.0,34.8
528,4,D,0.0,11,1,0,16,1.04,24.1
529,5,B,4.12,19,1,0,8,0.85,27.9
530,2,A,4.12,14,1,0,10,0.85,31.6
531,3,E,4.12,4,1,0,6,0.95,31.4
532,2,A,4.12,18,1,0,8,1.31,38.9
533,5,C,4.12,12,1,0,10,1.09,31.6
534,1,D,6.32,13,1,0,6,1.0,34.7
